Name;Description;RecipeCategory;Calories;FatContent;SaturatedFatContent;CholesterolContent;SodiumContent;CarbohydrateContent;FiberContent;SugarContent;ProteinContent
Crisp Skin Chicken;I found this while looking through a pile of old recipes books that were given to me. Don't put the chicken where the cat or dog can get it.  :-);Whole Chicken;481.8;28.7;8.2;142.6;1219.8;14.1;0.2;9.4;36.8
Crispy Chicken Livers on Garlic Potato Mash;Make and share this Crispy Chicken Livers on Garlic Potato Mash recipe from Food.com.;Chicken Livers;452.7;17.9;8.7;424.6;366.6;47.3;4.2;6.7;25.3
Crock Pot Lasagna;Make and share this Crock Pot Lasagna recipe from Food.com.;Cheese;787.4;33.2;15.4;163.7;2294.2;59.5;7.1;19.1;62.7
Crock Pot Potatoes;Make and share this Crock Pot Potatoes recipe from Food.com.;Potato;536.9;20.2;12.6;62.4;775.5;78.5;9.6;4.3;13.2
Croissant Bread Pudding with Brandy Cream Sauce;My good friend Sharon Stein shared this recipe with me a while back.  I  knew by looking at it how wonderful it would be.   The original recipe called for a  cornstarch-thickened caramel  sauce, but I usually change it to reflect a true  caramel sauce, as well as substituting blueberries for the raisins...exquisite!;Dessert;648.9;36.0;21.1;185.4;580.2;72.9;2.9;44.3;9.8
Crumpets;Make and share this Crumpets recipe from Food.com.;Yeast Breads;78.1;0.2;0.0;0.0;237.6;16.6;0.6;0.3;2.2
Crusty Beef Casserole;Make and share this Crusty Beef Casserole recipe from Food.com.;Meat;832.5;20.5;8.7;122.2;1693.5;104.0;4.5;8.0;56.4
Crusty Bread From Cuba;Make and share this Crusty Bread From Cuba recipe from Food.com.;Yeast Breads;1427.3;4.2;0.7;0.0;6993.3;299.5;11.6;7.3;40.7
Cucumber Pan Rolls;Make and share this Cucumber Pan Rolls recipe from Food.com.;Vegetable;165.7;1.7;0.8;3.9;199.7;32.5;1.4;1.6;4.8
Homemade Cucumber Relish;Make and share this Homemade Cucumber Relish recipe from Food.com.;Vegetable;294.1;0.5;0.1;0.0;2867.7;69.3;2.3;64.7;1.6
Cucumber-Avocado Dip;Make and share this Cucumber-Avocado Dip recipe from Food.com.;Vegetable;1418.4;126.8;64.5;202.4;276.1;63.5;17.9;15.3;23.6
Cucumbers and Onions in Sour Cream;This may not be exactly what you are looking for but it is a great side dish.  Cucumbers and Onions in Sour Cream;Vegetable;278.0;12.4;7.6;25.3;2367.1;40.8;2.3;31.0;4.3
Curried Carrot Bisque;Make and share this Curried Carrot Bisque recipe from Food.com.;Vegetable;273.1;14.8;7.9;42.8;493.4;28.3;4.7;11.4;8.5
Curried Chicken II;Make and share this Curried Chicken II recipe from Food.com.;Whole Chicken;373.9;27.8;12.7;101.5;450.4;8.6;1.1;6.8;22.1
Cream Cheese Biscuits;CREAM CHEESE BISCUITS  The cheese makes these biscuits so light and flaky that they are almost like pastry.;Breads;130.0;10.2;6.2;28.1;284.3;8.2;0.3;0.3;1.6
Cream Cheese Chicken Lasagna;Make and share this Cream Cheese Chicken Lasagna recipe from Food.com.;Chicken;574.7;26.2;12.1;50.1;1393.5;64.0;3.6;5.1;21.0
Cream Scones;Make and share this Cream Scones recipe from Food.com.;Scones;294.5;17.5;10.3;119.4;571.4;28.3;0.8;3.3;6.1
Creamed Beetroot;Make and share this Creamed Beetroot recipe from Food.com.;Vegetable;835.7;41.5;25.5;127.7;664.9;104.2;15.2;57.5;20.9
Creamy Smoked Salmon & Dijon Pasta;Make and share this Creamy Smoked Salmon & Dijon Pasta recipe from Food.com.;< 60 Mins;438.6;20.3;9.7;97.8;596.9;44.1;2.4;3.0;20.1
Creamy Vegetable Curry with Rice;Make and share this Creamy Vegetable Curry with Rice recipe from Food.com.;Long Grain Rice;1763.4;65.3;45.4;0.0;1288.0;270.2;12.9;13.0;32.0
Crisp Flatbread;Make and share this Crisp Flatbread recipe from Food.com.;Breads;107.0;0.5;0.1;0.0;195.7;23.1;3.2;0.2;3.3
Crisp Lemon Chicken;Make and share this Crisp Lemon Chicken recipe from Food.com.;Chicken;236.4;6.5;1.2;47.4;210.8;20.8;1.4;5.4;23.2
Crispy Potato Wedges;Make and share this Crispy Potato Wedges recipe from Food.com.;Potato;777.6;14.4;2.0;0.0;342.0;149.2;18.9;6.7;17.3
Crock Pot Curried Carrots;Make and share this Crock Pot Curried Carrots recipe from Food.com.;Vegetable;493.4;35.8;22.1;91.6;582.5;44.0;11.9;23.5;4.3
Crock Pot Sweet and Sour Chicken;I adopted this recipe from Zaar in Feb/05. There are a lot of yummy vegetables to make this a complete meal, just add rice or noodles.;Chicken Breast;477.3;13.7;3.9;92.8;1127.1;55.9;2.0;41.7;33.3
Austrian Sweet Cheese Crepes Baked in Custard;Make and share this Austrian Sweet Cheese Crepes Baked in Custard recipe from Food.com.;Breakfast;119.1;7.5;4.5;55.2;72.7;10.8;0.2;7.9;2.9
Crunchy Pretzel Drops No-Bake Cookies;Make and share this Crunchy Pretzel Drops No-Bake Cookies recipe from Food.com.;Dessert;106.3;3.4;2.4;2.7;173.4;17.9;0.4;6.3;1.4
Crunchy Oven Fried Fish;Make and share this Crunchy Oven Fried Fish recipe from Food.com.;< 60 Mins;206.6;1.7;0.3;62.3;154.4;16.9;1.2;0.6;29.1
Crusty Garlic Bread;Serve this Italian bread, fragrant with garlic and herbs, hot from the oven - with pasta please!  :O);Breads;71.8;1.7;0.3;0.0;134.1;11.8;0.8;0.2;2.1
Cream of Chicken Soup With Wild Rice;Good friend Nancy Dooley shared this with me, and it's become a family  favorite...especially good for fall and winter, but we eat it year round.;Whole Chicken;610.0;31.8;13.9;123.0;1117.6;42.6;3.2;2.9;35.2
Cream Puff Paste;Make and share this Cream Puff Paste recipe from Food.com.;Weeknight;1626.3;117.1;66.3;1174.0;958.5;97.3;3.4;1.3;45.3
Creamed Tuna;This is a quick way of fixing it and one that I have used for years as a quick lunch or supper.  Add a salad and drink and it equals a good meal.;Lunch/Snacks;292.2;15.1;4.5;43.5;980.8;12.4;0.0;2.1;25.8
Creamy Mushroom and Onion Rotini;Make and share this Creamy Mushroom and Onion Rotini recipe from Food.com.;Low Cholesterol;365.7;8.1;2.9;12.2;158.7;58.8;3.4;4.5;13.2
Auntie Bettys Double Chocolate Cheesecake;Make and share this Auntie Bettys Double Chocolate Cheesecake recipe from Food.com.;Cheesecake;921.2;70.0;39.5;240.0;403.9;67.9;3.5;56.0;14.4
Creme Brulee;Make and share this Creme Brulee recipe from Food.com.;Dessert;573.3;48.5;28.9;363.2;91.0;30.0;0.0;26.3;6.8
Green and Gold Chowder;Make and share this Green and Gold Chowder recipe from Food.com.;Chowders;1328.5;60.7;36.2;333.3;5702.0;53.8;5.0;5.6;138.3
Tortilla Peach Cobbler;Make and share this Tortilla Peach Cobbler recipe from Food.com.;Dessert;232.6;2.1;0.5;0.0;146.7;52.6;2.4;38.0;2.9
"Tricolor Crustless ""Quiche""";"Make and share this Tricolor Crustless ""Quiche"" recipe from Food.com.";Savory Pies;508.2;27.0;16.1;183.4;362.9;46.6;5.9;4.3;21.3
Twice Baked Potatoes II;Make and share this Twice Baked Potatoes II recipe from Food.com.;Potato;120.3;3.7;1.5;5.5;59.7;18.9;2.3;0.9;3.5
No Bake Chocolate Cookies;Make and share this No Bake Chocolate Cookies recipe from Food.com.;Dessert;2522.8;136.6;44.5;95.2;1569.7;265.6;48.1;32.3;72.9
Unusual Chicken;Make and share this Unusual Chicken recipe from Food.com.;Chicken;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Vegetarian Baked Stuffed Red Bell Peppers;Make and share this Vegetarian Baked Stuffed Red Bell Peppers recipe from Food.com.;< 30 Mins;423.6;25.5;10.1;130.7;803.5;36.1;6.3;9.1;14.3
Chili With Biscuits;Make and share this Chili With Biscuits recipe from Food.com.;Beans;200.2;2.4;0.8;3.3;458.2;37.0;7.0;3.6;8.8
Vidalia Onion Casserole;Make and share this Vidalia Onion Casserole recipe from Food.com.;Vegetable;354.4;28.5;17.2;180.2;315.2;14.7;1.7;5.5;11.2
Lemon Whipped Cream;Make and share this Lemon Whipped Cream recipe from Food.com.;Low Protein;21.5;1.8;1.1;6.8;1.9;1.3;0.0;1.1;0.1
Whole Grain Buttermilk Pancakes;Make and share this Whole Grain Buttermilk Pancakes recipe from Food.com.;Breakfast;61.5;2.0;0.5;36.1;154.2;8.9;1.2;2.2;3.0
Yolkless Noodles;Make and share this Yolkless Noodles recipe from Food.com.;Low Cholesterol;138.2;1.5;0.2;0.0;160.0;26.1;0.9;0.1;4.4
Yorkshire Pudding Popovers;This recipe comes from Brian Turner, the greatest living Yorkshire chef. It's chief glory is that all the measurements are by volume so adjusting it to  suit larger or smaller groups is dead easy. I always use a yogurt container to  measure it but you could use a bucket if you've a large group for which to  cater.;European;239.7;8.3;3.3;234.5;116.8;27.1;0.8;0.3;12.9
Zesty Fried Chicken;Make and share this Zesty Fried Chicken recipe from Food.com.;Chicken Breast;152.4;3.3;0.7;75.5;429.8;3.8;0.6;0.1;25.6
Zucchini Lasagna (Lasagne) - Low Carb;"Great for anyone going low carb OR who has so many zucchini, they don't know what to do!! :) We found the sauce to be very mild. I think it would be better with twice as much garlic. I boiled my zucchini slices for about 3 minutes so they were partially cooked. I wanted to make sure they were soft in the finished dish or I knew the kids wouldn't eat them. ;) The cottage cheese provides a slightly tangy note. I think we would have preferred ricotta, but that is personal taste. I use my 11x7 baking dish and got 6 pieces the size of what you see in my photos. Both of the guys ate two so it fed 4 of us, and I double the meat. Adjust the recipe accordingly for your family.";Vegetable;261.1;11.6;5.1;98.7;631.0;16.1;3.4;10.5;24.5
Zucchini Squash With Parmesan;Make and share this Zucchini Squash With Parmesan recipe from Food.com.;Vegetable;101.4;6.7;2.8;11.0;232.8;4.9;1.2;3.1;6.2
Tofu Lasagna;Make and share this Tofu Lasagna recipe from Food.com.;Soy/Tofu;350.5;16.7;8.6;41.4;626.4;34.4;3.5;6.1;16.8
Tofu Mayonnaise;Make and share this Tofu Mayonnaise recipe from Food.com.;Soy/Tofu;47.4;4.1;0.5;0.0;79.3;1.6;0.0;1.1;1.2
Tom's Double Barrel Habanero Hot Sauces;Make and share this Tom's Double Barrel Habanero Hot Sauces recipe from Food.com.;Low Protein;469.7;15.5;1.2;0.0;133.9;77.9;13.4;38.1;13.5
Tortilla Beef;Make and share this Tortilla Beef recipe from Food.com.;Meat;1933.3;106.3;41.6;662.3;3394.9;41.4;10.9;21.7;195.7
Beef Liver and Bacon 'n' Onion Sauce;Make and share this Beef Liver and Bacon 'n' Onion Sauce recipe from Food.com.;Beef Organ Meats;318.4;16.7;6.2;335.9;421.7;12.2;0.4;1.3;28.3
Lobster Newburg;Make and share this Lobster Newburg recipe from Food.com.;Lobster;409.6;33.4;19.8;312.9;251.7;3.3;0.0;0.6;17.2
Lots of Berries Pie;Make and share this Lots of Berries Pie recipe from Food.com.;Pie;394.3;18.1;5.6;7.6;280.2;56.3;4.0;29.0;3.4
Low-Fat Strawberry Butter;Make and share this Low-Fat Strawberry Butter recipe from Food.com.;Strawberry;135.9;0.5;0.0;0.0;2.7;34.9;3.1;30.1;1.1
BBQ Ranchero Chicken Salad;Make and share this BBQ Ranchero Chicken Salad recipe from Food.com.;Chicken Breast;301.7;6.0;1.0;78.1;1002.9;34.6;4.1;10.5;28.6
Low-Fat Blueberry Grunt;Make and share this Low-Fat Blueberry Grunt recipe from Food.com.;Dessert;243.3;1.4;0.6;3.2;186.8;56.1;3.2;33.8;3.9
Low-Fat Cauliflower Tomato Casserole;Make and share this Low-Fat Cauliflower Tomato Casserole recipe from Food.com.;Cauliflower;130.9;5.4;3.0;13.5;431.7;15.8;4.1;5.9;7.0
Low-Fat Cauliflower with Bacon;I am not a cauliflower lover but we did have this again over the holidays and well, I am back to loving it.;Cauliflower;75.6;5.2;1.7;7.7;121.2;5.2;2.3;2.2;3.1
Low-Fat Fudge Bars;Make and share this Low-Fat Fudge Bars recipe from Food.com.;Bar Cookie;74.3;0.4;0.2;0.0;13.1;17.7;1.1;12.8;1.7
Indian Spiced Chicken;Make and share this Indian Spiced Chicken recipe from Food.com.;Chicken Breast;302.5;8.7;1.7;151.0;275.9;3.0;0.8;0.5;50.6
Low-Fat Potatoes Romanoff;Make and share this Low-Fat Potatoes Romanoff recipe from Food.com.;Potato;224.7;8.6;5.3;25.8;575.2;27.7;3.4;1.5;10.0
Lasagna Pinwheels;Make and share this Lasagna Pinwheels recipe from Food.com.;Poultry;302.3;12.8;7.0;57.8;332.3;21.0;0.8;1.0;24.6
Baked Red Onions;Make and share this Baked Red Onions recipe from Food.com.;Onions;160.2;9.1;1.3;0.0;5.3;17.7;1.5;11.5;1.1
Lemon Cake;Make and share this Lemon Cake recipe from Food.com.;Dessert;506.8;22.4;2.6;75.4;409.5;72.3;0.6;53.3;5.5
Lemonade Cake;Make and share this Lemonade Cake recipe from Food.com.;Dessert;5926.7;245.7;36.5;754.4;4123.3;901.6;7.0;692.8;55.5
Hot Fudge Pudding Cake;Make and share this Hot Fudge Pudding Cake recipe from Food.com.;Dessert;252.4;5.0;1.9;3.3;229.8;52.2;2.9;36.0;3.8
Iced Coffee II;Make and share this Iced Coffee II recipe from Food.com.;Beverages;241.0;0.5;0.2;0.0;37.0;41.1;0.0;0.0;12.2
Irish Beef Stew With Guinness Stout;Make and share this Irish Beef Stew With Guinness Stout recipe from Food.com.;Stew;562.7;17.3;5.5;145.2;405.1;25.8;2.6;4.3;53.0
Irresistible Peanut Butter Cookies;Make and share this Irresistible Peanut Butter Cookies recipe from Food.com.;Drop Cookies;111.8;5.8;1.4;5.3;104.2;13.3;0.5;8.0;2.2
Healthy Pie Crust;"Here's a recipe for ""Healthy Pie Crust"" -- it's quite flaky, and a bit more difficult to roll out than others (I found it worked better after being chilled a bit).";Pie;1231.1;74.7;5.7;0.8;1190.0;121.5;4.2;0.4;17.8
Heloise's Cake Mix Cookies;"Fast and easy when you don't have enough time to prepare cookies from scratch. If you mix them by hand, they will be flatter and more like a cookie. If you use a mixer, they will be puffier and more like cake. The cake-like version is good with a simple confectioner sugar &amp; milk (or juice if you used an orange or lemon cake mix) glaze.";Drop Cookies;137.4;7.3;1.1;15.5;148.2;16.7;0.2;11.7;1.5
3 Berry Shakes;Make and share this 3 Berry Shakes recipe from Food.com.;Shakes;149.4;0.4;0.1;1.5;56.2;34.0;2.8;18.9;3.7
Baked Fish with Lemon & Black Pepper;Make and share this Baked Fish with Lemon & Black Pepper recipe from Food.com.;Very Low Carbs;132.4;2.2;0.3;62.3;379.8;0.7;0.1;0.1;26.0
Gypsy Tart;Make and share this Gypsy Tart recipe from Food.com.;Dessert;479.7;16.6;5.9;19.2;274.4;77.8;1.3;54.6;6.7
Hamantaschen-Cookies (Haman's Hats);Make and share this Hamantaschen-Cookies (Haman's Hats) recipe from Food.com.;Dessert;89.8;4.3;0.9;15.5;50.5;11.2;0.3;3.2;1.6
Best Hamburger Diane;We made this the other night and loved it!  I think next time we'll double the sauce...it's SO good...;Meat;458.6;38.1;16.5;127.6;834.8;1.2;0.2;0.5;26.3
Hobo Bread;Make and share this Hobo Bread recipe from Food.com.;Quick Breads;1219.4;19.4;2.6;0.0;1687.5;250.0;9.0;129.1;19.9
Homemade Mayonnaise;Make and share this Homemade Mayonnaise recipe from Food.com.;European;1589.8;176.8;25.1;169.2;989.9;1.5;0.1;0.6;5.1
Homemade Pop-Tarts;Make and share this Homemade Pop-Tarts recipe from Food.com.;Breakfast;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hot Cocoa Mix;Make and share this Hot Cocoa Mix recipe from Food.com.;Beverages;235.5;9.9;6.8;27.2;115.2;30.4;0.9;28.7;8.2
Hot Fruit Casserole;Make and share this Hot Fruit Casserole recipe from Food.com.;Dessert;2191.0;73.9;44.8;185.5;582.2;398.3;24.4;348.3;15.2
Japanese Chicken Karaage (Fried Chicken);Make and share this Japanese Chicken Karaage (Fried Chicken) recipe from Food.com.;Chicken Thigh & Leg;139.3;3.4;0.8;62.4;844.0;8.3;1.1;0.3;17.0
Keftedakia;Make and share this Keftedakia recipe from Food.com.;Poultry;559.7;34.7;6.4;130.1;733.3;31.3;1.5;1.1;29.1
Kentucky Biscuits;Make and share this Kentucky Biscuits recipe from Food.com.;Breads;160.7;8.4;2.6;2.5;517.9;18.5;0.6;1.4;2.8
Lentil-Bulghur Salad;Make and share this Lentil-Bulghur Salad recipe from Food.com.;Lentil;357.9;22.4;2.7;0.0;412.5;31.2;7.0;2.7;11.9
3 Step Cheesecake;Make and share this 3 Step Cheesecake recipe from Food.com.;Cheesecake;3656.6;245.8;128.7;972.6;2759.8;317.5;12.2;224.2;62.2
Bananas Flambe;Make and share this Bananas Flambe recipe from Food.com.;Dessert;183.1;0.4;0.1;0.0;9.2;47.1;3.1;34.4;1.3
Mai Tai Dessert;Make and share this Mai Tai Dessert recipe from Food.com.;Dessert;3820.3;153.9;77.0;2026.9;1686.7;469.9;10.8;350.8;96.8
Manifold Roast (Car-b-que);Something to cook on a five- to six-hour car trip. This is not my creation.  It appeared in the Baton Rouge Morning Advocate newspaper and I believe it was taken from a published cookbook.;Meat;2313.4;177.5;71.8;626.0;535.2;0.0;0.0;0.0;166.8
Maple Baked Pork and Beans;Make and share this Maple Baked Pork and Beans recipe from Food.com.;Pork;652.3;46.4;16.8;48.9;1247.0;50.3;8.9;26.4;10.1
Maple Walnut Fudge;HI, I made this fudge the other day and I must give the recipe 4 stars! The recipe is from the back of Toll House Premier White Morsels by Nestle. Very easy to make and costs less than $3 to make about 50 pieces! I think this would do well at your next school or church bake sale!  Maple Walnut Fudge--;Candy;82.8;3.7;1.8;3.6;27.1;12.2;0.1;11.3;0.8
Maryland White Potato Pie;Make and share this Maryland White Potato Pie recipe from Food.com.;Dessert;2992.7;191.7;114.3;1351.6;1755.6;288.9;9.6;206.2;41.6
Mexican Hamburgers;Make and share this Mexican Hamburgers recipe from Food.com.;Mexican;800.1;80.5;33.4;112.4;747.0;9.3;2.4;3.9;10.1
Barbecue Chicken;Make and share this Barbecue Chicken recipe from Food.com.;Chicken;216.1;14.0;4.0;69.3;437.7;3.4;0.4;2.0;18.3
Microwaved Garlic Mushroom Rolls;Make and share this Microwaved Garlic Mushroom Rolls recipe from Food.com.;Lunch/Snacks;1188.6;57.5;30.8;121.9;1673.3;138.2;10.2;13.5;37.8
Minestrone;Make and share this Minestrone recipe from Food.com.;Beans;225.8;2.9;0.5;0.0;794.2;38.5;7.4;10.1;10.3
Mixed Onion Soup in Sourdough Bread Bowls;This is a recipe from Caesars Palace that we had for my birthday at the Bacchanal Room in Atlantic City. It is wonderful.;Weeknight;808.9;28.0;15.6;83.9;730.8;59.1;4.1;20.4;15.1
Mock Apple Pie;Make and share this Mock Apple Pie recipe from Food.com.;Pie;325.6;11.1;3.9;7.6;237.7;55.5;1.2;37.6;2.2
Ritz Mock Apple Pie II;Make and share this Ritz Mock Apple Pie II recipe from Food.com.;Pie;510.8;14.6;3.6;0.0;334.1;93.9;1.6;68.3;3.3
Ritz Mock Apple Pie IIi;Make and share this Ritz Mock Apple Pie IIi recipe from Food.com.;Pie;1622.4;23.0;6.9;10.1;781.7;358.1;3.3;306.2;6.1
Mohawk Indian Corn;Make and share this Mohawk Indian Corn recipe from Food.com.;Vegetable;535.5;36.0;2.3;0.0;728.2;47.5;8.4;6.0;19.6
Momma's Fair Funnel Cake;Make and share this Momma's Fair Funnel Cake recipe from Food.com.;Dessert;398.9;6.1;2.8;104.4;391.8;71.0;2.1;8.6;13.7
Barbecued Chicken;Make and share this Barbecued Chicken recipe from Food.com.;Whole Chicken;537.4;39.9;9.7;133.7;584.8;10.9;0.4;8.4;32.4
Mushroom Risotto Patties;Make and share this Mushroom Risotto Patties recipe from Food.com.;Short Grain Rice;223.6;13.4;6.6;25.7;115.4;24.3;3.0;3.0;4.3
My Favorite Baked Beans;Here ya go. This is my favorite recipe. My mom would make it all the time  when I was little.  Easy Baked Beans  My Mom's (Pat) Recipe;Beans;198.1;3.9;1.3;14.2;818.9;36.0;6.4;15.1;8.8
Barbecued Chicken Thighs Au Vin;Make and share this Barbecued Chicken Thighs Au Vin recipe from Food.com.;Chicken Thigh & Leg;273.4;15.9;4.7;80.9;95.8;11.7;0.2;7.5;16.7
My Mom's Potato Salad;This how my mom makes potato salad and whenever we go somewhere and have to take a dish I am asked to bring this.  Thought I would pass it on.;Potato;218.3;13.7;2.2;62.4;405.2;22.1;1.6;4.4;3.3
Nancy's Italian Macaroni and Cheese;Make and share this Nancy's Italian Macaroni and Cheese recipe from Food.com.;Cheese;1679.1;60.6;36.0;164.1;3498.7;204.0;11.3;31.5;80.4
New Potatoes in Garlic Butter;Make and share this New Potatoes in Garlic Butter recipe from Food.com.;Potato;495.5;12.0;7.4;30.5;112.5;89.3;11.2;4.0;10.5
Oat Fritters from South Africa;Make and share this Oat Fritters from South Africa recipe from Food.com.;Lunch/Snacks;313.8;17.3;5.3;226.9;268.0;25.2;4.5;4.4;15.3
Oatmeal Muffins;A moist, very tender muffin that we all enjoy. I eat mine plain but they are also good with butter or jam. It is surprising how tasty they are without any spices, flavorings or zest but the buttermilk and oats really give this muffin its flavor. Please note that the oats need to soak for 1 hour before preparing the muffins so I've included that in the prep time.;Quick Breads;188.2;9.7;2.5;16.3;210.1;22.6;1.0;10.0;3.2
Onion Pie;Make and share this Onion Pie recipe from Food.com.;Savory Pies;241.9;11.7;3.9;78.3;467.6;27.0;2.5;3.6;7.5
Barbecued Turkey on a Bun;Make and share this Barbecued Turkey on a Bun recipe from Food.com.;Lunch/Snacks;276.1;8.8;2.4;51.5;473.8;29.0;3.2;9.0;21.1
Open-Face Peach Pie;Make and share this Open-Face Peach Pie recipe from Food.com.;Pie;414.0;20.9;12.5;128.5;256.2;52.6;1.9;27.2;5.7
Orange Cupcakes;I double this recipe, you can ice them if you want, A lemon butter icing is rather nice, don't overdo the lemon juice though.;Dessert;1804.5;103.2;61.5;666.8;1158.8;197.3;3.4;101.1;26.5
Orzo / Tomato Salad with Feta and Olives;We usually make this salad once a week when we can get ripe local tomatoes and usually double or triple the recipe.;< 30 Mins;263.2;15.7;5.2;22.2;370.3;23.4;1.4;2.5;7.5
Outstanding Greek Salad Dressing;Make and share this Outstanding Greek Salad Dressing recipe from Food.com.;Salad Dressings;504.3;54.9;7.7;6.8;877.8;1.6;0.3;0.1;2.6
Oyster and Potato Surprise Cakes;Don't over cook these, just cook until golden and heated, the oysters should be nice and juicy and not dried up.;Potato;2374.8;99.5;47.0;478.4;1840.6;277.0;29.8;13.0;96.4
Parmesan Parsley Potatoes;Make and share this Parmesan Parsley Potatoes recipe from Food.com.;Potato;234.6;9.6;5.9;26.3;831.6;29.8;2.6;1.2;8.1
Parsley Potato Casserole;Make and share this Parsley Potato Casserole recipe from Food.com.;Potato;798.4;48.1;30.2;121.0;319.8;83.5;10.1;3.7;12.5
Pasta E Fagioli II;Make and share this Pasta E Fagioli II recipe from Food.com.;Beans;1871.8;21.8;6.4;183.4;277.9;324.3;51.5;8.7;100.3
Basil Parmesan Biscuits;Make and share this Basil Parmesan Biscuits recipe from Food.com.;Breads;126.2;3.6;0.8;3.6;346.4;18.7;1.1;3.0;4.9
Peachy Cobbler;Make and share this Peachy Cobbler recipe from Food.com.;Dessert;931.8;25.8;5.1;0.0;287.9;176.2;17.1;123.1;14.0
Pear and Ginger Strudel;Make and share this Pear and Ginger Strudel recipe from Food.com.;Dessert;2344.1;150.8;58.0;213.7;1431.9;233.4;37.6;96.7;39.6
Jalapeno Pepper Poppers;Make and share this Jalapeno Pepper Poppers recipe from Food.com.;Vegetable;111.4;9.2;4.9;23.7;172.5;3.2;0.6;0.9;4.3
Peppered Chicken With Creamy Sauce;Make and share this Peppered Chicken With Creamy Sauce recipe from Food.com.;Chicken;291.4;26.1;16.4;82.0;392.4;7.8;1.0;0.4;2.1
Pina Colada Tart;Make and share this Pina Colada Tart recipe from Food.com.;Dessert;503.8;27.8;18.1;75.0;294.8;57.3;2.0;27.6;8.0
Bavarian Cream;Make and share this Bavarian Cream recipe from Food.com.;Dessert;87.2;5.2;3.1;35.5;73.1;8.4;0.0;5.6;1.8
Pineapple, Date and Nut Drops;Make and share this Pineapple, Date and Nut Drops recipe from Food.com.;Drop Cookies;1576.3;52.2;19.4;227.1;1192.4;263.9;15.1;145.0;26.0
Pizza;Make and share this Pizza recipe from Food.com.;European;543.1;22.2;8.8;44.9;1929.0;65.4;4.3;11.1;21.6
Pizza Dough and Sauce;"I make the dough with 1/2 white and 1/2 wheat flour. It gives the crust more substance and a better flavor. Even my kids and their cousins prefer it this way. I like using olive oil in both the crust and the sauce.
Since we only eat one pizza for a meal, I have included two methods for freezing the second one, or you can freeze both for OAMC. NOTE: prep time does NOT include rise time.";Breads;165.1;3.9;0.6;0.3;454.7;27.1;1.4;2.2;4.0
Pizza Loaf;Make and share this Pizza Loaf recipe from Food.com.;< 15 Mins;3550.4;358.4;155.3;718.2;2107.2;15.4;1.0;2.5;62.9
Plum Cake;Make and share this Plum Cake recipe from Food.com.;Dessert;470.2;26.8;12.4;150.6;150.0;50.2;2.9;19.7;9.5
Potato Appetizers;Make and share this Potato Appetizers recipe from Food.com.;Potato;100.7;4.2;0.6;0.0;4.5;13.8;2.3;0.5;2.9
Potato-Plum Dumplings;Make and share this Potato-Plum Dumplings recipe from Food.com.;Potato;270.6;8.9;5.1;46.2;221.4;43.1;3.9;10.2;5.8
Great Northern Bean, Ham and  Vegetable Chowder;Make and share this Great Northern Bean, Ham and  Vegetable Chowder recipe from Food.com.;Chowders;224.2;0.8;0.2;0.0;171.1;42.1;10.7;5.9;14.5
Pumpkin Apple Pie;Make and share this Pumpkin Apple Pie recipe from Food.com.;Pie;226.5;7.2;4.2;50.3;351.3;39.0;2.6;30.5;3.8
Pumpkin Citrus Syrup Cake;Make and share this Pumpkin Citrus Syrup Cake recipe from Food.com.;Dessert;361.3;18.3;11.1;97.4;137.4;46.7;0.8;29.8;4.0
Pumpkin Scones;Make and share this Pumpkin Scones recipe from Food.com.;Scones;33.8;1.2;0.4;0.2;49.2;5.2;0.2;1.0;0.6
Puppy Chow Snack Mix;Very popular with kids, teens and adults alike. I like how I only have to buy one box of cereal for this recipe compared to the 2 types some call for.;Lunch/Snacks;701.1;32.8;14.7;24.4;459.6;101.2;3.9;69.4;10.3
Beef & Pork Meatloaf & Onion Gravy;Make and share this Beef & Pork Meatloaf & Onion Gravy recipe from Food.com.;Pork;369.7;16.2;7.3;107.8;911.0;24.9;1.9;2.9;28.7
Raised Waffles;Make and share this Raised Waffles recipe from Food.com.;Yeast Breads;427.8;19.8;11.7;119.2;725.9;47.2;1.9;10.6;15.1
Raisin Cream Pie;"When I first married (1950) my late husband wanted a Cream Pie with raisins. My grandmother told me how.  Like my Grandmother use to make - GOOD! Be sure to try this. This one will surprise you.    Raisin Cream Pie  Baked 9&quot; pie shell";Pie;282.1;4.8;2.4;77.4;150.5;57.8;1.1;50.7;4.8
Sour Cream Raisin Pie;This pie was made by my Grandmother and the recipe was passed to me by my Mother.  This pie is delicious and always brings back fond memories when I make it.;Pie;662.7;27.2;11.3;25.3;445.7;103.5;3.2;71.6;5.9
Red Pepper Spoon Bread;Make and share this Red Pepper Spoon Bread recipe from Food.com.;Breads;212.4;5.8;2.5;78.5;438.3;31.1;2.6;4.0;11.0
Rice Case for Quiches or Pies (Gluten-Free);Make and share this Rice Case for Quiches or Pies (Gluten-Free) recipe from Food.com.;Pie;1743.5;29.1;16.1;280.8;483.8;310.7;5.5;0.7;48.5
Rice-Bacon Pineapple Salad;Spring has sprung in the Southern Hemisphere so it's time to get the salads ready to go with the barbies. This one goes well with steaks.;Pineapple;427.6;18.6;3.8;11.6;277.9;58.9;3.7;14.8;8.2
